"wage","educ","exper","race","smsa","ne","mw","so","we","pt"
231.48,12,26,0,0,0,0,1,0,0
498.58,15,6,0,1,0,1,0,0,0
412.77,9,11,0,1,0,0,0,1,0
617.28,12,20,0,0,1,0,0,0,0
763.3,18,13,0,1,0,0,1,0,0
830.96,16,13,0,1,1,0,0,0,0
783.48,16,13,0,1,0,0,1,0,0
720.61,16,19,0,1,1,0,0,0,0
222.22,2,35,0,1,0,1,0,0,0
1424.5,16,35,0,0,0,0,1,0,0
688.51,12,24,0,1,0,1,0,0,0
641.03,12,7,0,1,0,0,1,0,0
592.59,11,10,0,1,0,0,1,0,0
527.07,18,11,0,0,0,1,0,0,0
1377.02,16,24,0,1,0,0,1,0,0
282.47,10,4,0,0,0,0,1,0,0
427.35,12,3,0,1,0,1,0,0,1
189.93,12,16,0,0,1,0,0,0,0
759.73,12,13,0,1,0,0,1,0,0
498.58,12,16,0,0,1,0,0,0,0
410.73,11,12,0,1,1,0,0,0,0
284.9,12,8,0,1,0,1,0,0,0
899.02,12,10,0,1,0,0,0,1,0
546.06,12,17,0,1,0,1,0,0,0
783.48,14,19,0,1,1,0,0,0,0
688.51,13,19,0,1,0,0,1,0,0
405.64,13,11,0,1,0,1,0,0,0
593.54,0,56,0,1,0,0,0,1,0
902.18,12,30,0,1,0,1,0,0,0
1519.47,16,10,0,1,0,1,0,0,0
123.46,12,45,0,1,1,0,0,0,1
759.73,12,37,0,1,1,0,0,0,0
379.87,16,13,0,0,1,0,0,0,0
166.19,14,47,0,0,0,0,0,1,0
830.96,18,31,0,1,0,0,1,0,0
246.91,6,9,0,1,0,0,1,0,1
411.52,14,39,0,1,0,0,1,0,0
759.73,14,22,0,1,1,0,0,0,0
396.79,12,22,0,0,0,1,0,0,0
166.19,16,2,0,1,0,0,1,0,0
406.33,14,11,1,1,0,0,1,0,0
379.87,11,12,0,0,0,0,1,0,0
997.15,18,19,0,1,1,0,0,0,0
207.74,10,3,0,0,0,1,0,0,0
130.58,14,2,0,1,1,0,0,0,1
1092.32,12,17,0,1,0,1,0,0,0
365.62,12,12,0,0,0,0,0,1,0
1187.08,16,12,0,1,0,0,0,1,0
1187.08,18,17,0,0,0,0,1,0,0
451.09,10,34,0,1,1,0,0,0,0
546.06,14,3,0,1,1,0,0,0,0
973.41,14,27,0,1,1,0,0,0,0
415.48,11,31,0,1,0,0,1,0,0
382.98,12,27,0,1,0,0,0,1,0
451.09,12,18,0,0,0,0,1,0,0
183.6,15,5,0,1,0,0,0,1,0
379.87,13,31,0,1,0,1,0,0,0
1377.02,16,32,0,1,0,0,0,1,0
77.16,12,28,0,0,0,1,0,0,0
680.27,12,16,0,1,0,0,0,1,0
2374.15,16,22,0,1,0,0,1,0,0
189.93,5,24,1,0,0,0,1,0,0
284.9,10,28,0,0,0,0,1,0,0
129.18,12,13,0,0,0,1,0,0,0
759.73,14,29,0,1,1,0,0,0,0
517.19,12,26,0,1,1,0,0,0,0
781.1,16,11,0,0,0,0,0,1,0
2393.55,7,19,0,1,0,0,1,0,1
2374.15,12,26,0,1,1,0,0,0,0
261.16,12,25,1,0,0,0,1,0,0
830.96,12,40,0,1,1,0,0,0,0
308.64,10,45,0,0,0,0,1,0,0
178.6,16,0,0,0,0,1,0,0,1
281.48,13,15,0,0,0,0,1,0,0
641.03,16,4,0,1,0,0,1,0,0
158.72,9,8,0,1,0,1,0,0,0
712.25,18,16,0,1,1,0,0,0,0
296.3,18,19,0,1,1,0,0,0,0
728.87,18,21,0,1,0,0,0,1,0
132.1,11,14,1,1,0,1,0,0,0
701.23,14,37,0,1,1,0,0,0,0
222.22,9,24,0,0,0,0,1,0,0
78.35,12,3,0,1,0,1,0,0,1
332.38,10,9,0,1,0,1,0,0,0
569.8,11,18,0,0,1,0,0,0,0
130.58,17,-1,0,1,0,1,0,0,1
891.47,12,47,0,1,0,0,1,0,0
735.99,12,15,0,1,1,0,0,0,0
427.35,8,48,0,1,1,0,0,0,0
245.63,12,10,0,1,0,0,1,0,0
90.22,12,43,0,0,1,0,0,0,0
546.06,12,39,0,1,0,0,1,0,0
356.13,12,11,0,1,0,0,1,0,0
385.09,13,13,0,1,1,0,0,0,0
474.83,12,17,0,1,0,0,0,1,0
1780.63,16,38,0,1,0,1,0,0,0
118.71,13,10,1,1,0,0,1,0,0
580.97,12,43,0,0,0,1,0,0,0
494.78,18,38,0,0,0,1,0,0,0
961.54,16,30,0,1,0,0,1,0,0
688.51,10,16,0,1,1,0,0,0,0
807.22,16,15,0,0,1,0,0,0,0
712.25,7,38,0,1,0,0,1,0,0
332.38,15,10,1,1,0,0,1,0,0
468.09,16,18,0,1,0,1,0,0,0
584,16,15,0,1,0,0,0,1,0
427.35,13,4,0,1,1,0,0,0,0
185.19,18,25,0,1,1,0,0,0,0
712.25,12,10,0,1,0,0,1,0,0
